timestamps,open,high,low,close,volume,amount
2026-04-08 20:30:25.025360,795.47,809.14,795.47,797.43,9627,7932973
2026-04-09 20:30:25.025360,793.44,808.97,793.44,806.81,61541,1576515
2026-04-10 20:30:25.025360,801.85,812.79,795.57,795.57,73226,5287382
2026-04-11 20:30:25.025360,800.96,803.25,788.7,793.36,8255,3050053
2026-04-12 20:30:25.025360,801.22,801.22,790.29,796.69,62433,6021983
2026-04-13 20:30:25.025360,803.73,807.37,797.35,797.35,10213,1759401
2026-04-14 20:30:25.025360,801.69,811.28,793.01,793.01,24404,2985681
2026-04-15 20:30:25.025360,801.62,809.72,791.12,799.49,30380,3561913
2026-04-16 20:30:25.025360,802.86,803.79,790.53,803.79,96056,5067784
2026-04-17 20:30:25.025360,802.01,806.4,786.97,794.86,24173,2549317
2026-04-18 20:30:25.025360,803.43,805.12,789.82,800.35,58027,5262511
2026-04-19 20:30:25.025360,804.03,804.03,784.87,801.58,28989,7625655
2026-04-20 20:30:25.025360,806.13,809.53,796.3,799.67,29519,1888698
2026-04-21 20:30:25.025360,797.4,800.74,797.4,800.74,27439,4486142
2026-04-22 20:30:25.025360,801.92,801.92,790.83,800.79,81949,2559657
2026-04-23 20:30:25.025360,798.52,813.78,796.75,796.75,19995,9196906
2026-04-24 20:30:25.025360,796.67,805.99,796.19,805.99,28559,8697808
2026-04-25 20:30:25.025360,797.24,804.99,797.24,804.99,94049,6938271
2026-04-26 20:30:25.025360,801.98,804.76,796.73,804.76,10021,4880323
2026-04-27 20:30:25.025360,801.67,804.05,791.21,804.05,26119,1545726
2026-04-28 20:30:25.025360,801.6,806.42,793.7,793.7,56539,3680259
2026-04-29 20:30:25.025360,799.1,810.39,785.57,803.7,99835,8766824
2026-04-30 20:30:25.025360,800.01,807.85,797.16,802.62,44350,9830852
2026-05-01 20:30:25.025360,803.27,810.62,793.85,793.85,51223,8399839
2026-05-02 20:30:25.025360,794.04,805.44,794.04,799.14,30517,1490999
2026-05-03 20:30:25.025360,800.1,809.26,798.08,801.11,83653,4189189
2026-05-04 20:30:25.025360,800.36,806.66,792.77,806.66,27250,7200853
2026-05-05 20:30:25.025360,803.01,803.49,787.68,802.9,89486,8622611
2026-05-06 20:30:25.025360,794.6,802.26,788.11,796.54,87895,9796015
2026-05-07 20:30:25.025360,805.98,806.78,795.77,806.78,94132,2303306
2026-05-08 20:30:25.025360,800.85,806.25,783.69,800.18,96066,6489612
2026-05-09 20:30:25.025360,801.07,807.04,798.53,798.98,71798,9809210
2026-05-10 20:30:25.025360,798.39,804.86,790.56,798.69,59199,7567304
2026-05-11 20:30:25.025360,802.15,810.49,787.42,793.51,64546,9445243
2026-05-12 20:30:25.025360,800.19,810.02,798.0,799.56,93151,3343136
2026-05-13 20:30:25.025360,804.84,804.84,798.25,801.99,8327,6568017
2026-05-14 20:30:25.025360,794.23,802.25,790.18,798.46,34768,5422888
2026-05-15 20:30:25.025360,800.7,807.4,791.49,801.68,69418,7424342
2026-05-16 20:30:25.025360,801.63,805.13,793.01,796.54,99386,8128146
2026-05-17 20:30:25.025360,799.25,809.8,789.91,799.44,47788,2720444
2026-05-18 20:30:25.025360,798.38,804.67,793.08,801.27,87384,1085166
2026-05-19 20:30:25.025360,798.55,800.76,798.55,800.76,51830,9074308
2026-05-20 20:30:25.025360,800.7,811.64,793.58,793.58,57446,4443571
2026-05-21 20:30:25.025360,792.76,814.39,792.31,798.24,20160,1297883
2026-05-22 20:30:25.025360,803.86,806.71,785.4,806.71,61583,7850529
2026-05-23 20:30:25.025360,798.08,804.75,798.03,798.03,38998,1756079
2026-05-24 20:30:25.025360,800.51,806.83,791.13,800.06,32230,4633646
2026-05-25 20:30:25.025360,801.47,802.87,798.36,799.65,14076,2443401
2026-05-26 20:30:25.025360,797.9,806.27,781.33,806.27,74341,7770153
2026-05-27 20:30:25.025360,799.48,805.16,797.67,805.16,36085,4011165
2026-05-28 20:30:25.025360,791.86,804.76,791.86,803.23,60571,2186430
2026-05-29 20:30:25.025360,802.93,810.25,784.31,796.11,19715,5155304
2026-05-30 20:30:25.025360,804.32,813.9,790.98,801.44,10750,7915096
2026-05-31 20:30:25.025360,793.2,815.58,793.2,802.27,83768,7710605
2026-06-01 20:30:25.025360,798.37,804.64,789.79,797.21,40903,4809395
2026-06-02 20:30:25.025360,795.08,801.18,795.08,796.52,77489,3659786
2026-06-03 20:30:25.025360,799.29,806.82,795.46,806.82,37093,2160714
2026-06-04 20:30:25.025360,802.59,802.65,787.8,798.8,96036,9701524
2026-06-05 20:30:25.025360,803.95,806.46,798.07,806.46,92954,9737452
2026-06-06 20:30:25.025360,804.49,804.49,797.87,803.99,39314,5322751
2026-06-07 20:30:25.025360,805.24,810.72,785.85,801.63,53225,6248575
2026-06-08 20:30:25.025360,799.11,807.3,797.11,801.81,92985,2612033
2026-06-09 20:30:25.025360,795.41,802.43,794.4,794.4,88014,3931531
2026-06-10 20:30:25.025360,799.54,802.13,794.68,800.83,40179,4324024
2026-06-11 20:30:25.025360,802.53,806.7,793.01,805.67,30338,8123753
2026-06-12 20:30:25.025360,795.09,806.51,795.09,802.73,97435,5875217
2026-06-13 20:30:25.025360,806.64,809.71,790.62,800.62,74681,2414474
2026-06-14 20:30:25.025360,803.59,806.85,799.89,806.85,37101,9741647
2026-06-15 20:30:25.025360,799.17,807.11,796.88,799.26,7775,9050418
2026-06-16 20:30:25.025360,797.16,805.88,797.16,797.52,50619,6620724
2026-06-17 20:30:25.025360,797.32,808.31,791.63,800.62,50838,3957498
2026-06-18 20:30:25.025360,800.3,804.02,788.42,803.07,24539,6244761
2026-06-19 20:30:25.025360,799.08,802.61,793.13,793.13,62124,7199951
2026-06-20 20:30:25.025360,803.8,803.8,794.88,801.14,70149,2569720
2026-06-21 20:30:25.025360,798.63,803.24,794.2,803.24,31616,6181930
2026-06-22 20:30:25.025360,802.02,802.02,798.08,798.92,84655,8496110
2026-06-23 20:30:25.025360,799.88,806.5,780.64,804.43,95695,8643374
2026-06-24 20:30:25.025360,801.08,804.62,778.27,802.56,59567,6134639
2026-06-25 20:30:25.025360,799.08,808.57,797.84,808.57,42099,4571387
2026-06-26 20:30:25.025360,802.83,811.94,790.45,797.0,80831,5914150
2026-06-27 20:30:25.025360,802.89,803.96,797.3,803.32,66799,6282433
2026-06-28 20:30:25.025360,801.84,805.79,795.93,795.93,95221,8738170
2026-06-29 20:30:25.025360,802.43,818.4,788.06,793.54,30479,1909210
2026-06-30 20:30:25.025360,796.22,808.6,790.67,791.86,51172,9421374
2026-07-01 20:30:25.025360,801.29,815.19,798.36,802.15,60863,7240327
2026-07-02 20:30:25.025360,805.0,805.0,798.92,800.74,47043,9158470
2026-07-03 20:30:25.025360,801.97,814.49,791.97,798.08,87569,7289270
2026-07-04 20:30:25.025360,795.88,804.99,781.33,792.91,20408,2460235
2026-07-05 20:30:25.025360,799.8,802.63,797.24,797.24,62980,2458316
2026-07-06 20:30:25.025360,801.5,807.2,784.34,800.02,87956,2427197
2026-07-07 20:30:25.025360,796.97,804.98,796.97,803.17,21351,5128784
2026-07-08 20:30:25.025360,794.57,803.82,792.38,799.93,9131,8139580
2026-07-09 20:30:25.025360,798.74,802.0,791.19,801.01,49825,5932048
2026-07-10 20:30:25.025360,797.04,800.16,796.72,798.5,16349,7768419
2026-07-11 20:30:25.025360,799.94,807.0,794.02,807.0,65931,4861460
2026-07-12 20:30:25.025360,793.63,807.41,790.84,795.93,49254,8102983
2026-07-13 20:30:25.025360,802.26,810.3,795.75,797.2,43225,4053380
2026-07-14 20:30:25.025360,797.46,803.38,792.85,798.03,17453,1311385
2026-07-15 20:30:25.025360,803.98,803.98,794.53,802.17,23814,7918863
2026-07-16 20:30:25.025360,798.89,811.2,795.72,795.84,23263,8916323
2026-07-17 20:30:25.025360,799.9,805.76,793.15,800.54,82694,4607323
2026-07-18 20:30:25.025360,799.31,811.57,795.88,800.66,20735,7514524
2026-07-19 20:30:25.025360,797.25,804.12,794.27,797.22,20830,7257838
2026-07-20 20:30:25.025360,809.89,809.89,796.63,801.32,52893,7415261
2026-07-21 20:30:25.025360,798.02,802.22,795.25,795.97,49673,1809359
2026-07-22 20:30:25.025360,804.09,811.64,794.42,795.53,94462,3201580
2026-07-23 20:30:25.025360,795.63,811.6,790.54,800.4,50066,2494139
2026-07-24 20:30:25.025360,801.49,808.85,793.36,793.36,8373,6473660
2026-07-25 20:30:25.025360,801.92,803.63,791.42,791.42,15335,4009828
2026-07-26 20:30:25.025360,799.9,806.56,793.86,802.13,28741,5152092
2026-07-27 20:30:25.025360,797.72,806.54,797.72,804.2,15692,1069518
2026-07-28 20:30:25.025360,798.95,816.75,793.44,798.13,52295,1176355
2026-07-29 20:30:25.025360,798.39,804.71,797.33,797.33,50541,9508851
2026-07-30 20:30:25.025360,809.61,809.61,786.88,804.02,39057,6201682
2026-07-31 20:30:25.025360,799.91,813.59,786.94,795.42,71983,7042060
2026-08-01 20:30:25.025360,802.1,811.66,794.55,794.55,24583,8230057
2026-08-02 20:30:25.025360,807.13,813.45,795.61,802.83,27765,7687764
2026-08-03 20:30:25.025360,796.49,806.01,796.49,800.04,64287,4199039
2026-08-04 20:30:25.025360,800.15,809.33,798.92,804.26,28906,3776374
2026-08-05 20:30:25.025360,798.92,804.58,791.44,791.44,90103,7683635
2026-08-06 20:30:25.025360,799.66,801.45,794.4,794.4,84675,3318620
2026-08-07 20:30:25.025360,799.28,806.69,796.29,800.06,51525,4487379
2026-08-08 20:30:25.025360,797.07,817.71,797.07,801.67,43230,8300259
2026-08-09 20:30:25.025360,800.78,803.39,788.36,803.39,24520,7295425
2026-08-10 20:30:25.025360,795.75,801.01,795.75,800.7,90238,3429151
2026-08-11 20:30:25.025360,803.96,805.5,798.57,800.66,56934,1041743
2026-08-12 20:30:25.025360,802.49,814.89,798.44,798.44,30566,9559556
2026-08-13 20:30:25.025360,798.03,815.09,798.03,806.36,78193,6521452
2026-08-14 20:30:25.025360,798.22,813.05,794.32,795.59,35134,7850322
2026-08-15 20:30:25.025360,801.1,807.65,792.02,801.44,15345,8950806
2026-08-16 20:30:25.025360,796.81,805.0,793.89,796.05,46185,9890401
2026-08-17 20:30:25.025360,807.25,807.25,793.02,802.14,97949,9714892
2026-08-18 20:30:25.025360,801.43,801.43,794.96,795.85,75744,2830314
2026-08-19 20:30:25.025360,801.57,810.5,798.76,802.98,38455,4777341
2026-08-20 20:30:25.025360,802.73,808.93,794.39,800.45,33018,9657116
2026-08-21 20:30:25.025360,797.68,806.98,797.68,806.98,59219,5585315
2026-08-22 20:30:25.025360,804.36,807.58,794.93,798.88,50991,6898931
2026-08-23 20:30:25.025360,800.46,805.46,787.67,801.7,78616,5976563
2026-08-24 20:30:25.025360,803.8,822.19,796.88,796.88,92438,2770403
2026-08-25 20:30:25.025360,799.21,806.41,798.85,798.85,14486,5371272
2026-08-26 20:30:25.025360,805.27,805.27,799.81,800.42,43862,8568370
2026-08-27 20:30:25.025360,801.61,807.09,786.78,793.89,63870,5929426
2026-08-28 20:30:25.025360,808.73,808.73,790.38,794.33,91694,1506995
